,Date/Time (LST),Stn Press (kPa),Temp (°C),Rel Hum (%),Wind Spd (km/h),Essa,Ontario Demand
0,2024-01-01 00:00,98.21,-3.0,91.0,7.0,1006,14482
1,2024-01-01 01:00,98.23,-3.4,85.0,13.0,970,14180
2,2024-01-01 02:00,98.25,-4.0,84.0,11.0,938,13722
3,2024-01-01 03:00,98.3,-4.4,81.0,10.0,923,13637
4,2024-01-01 04:00,98.31,-4.6,82.0,9.0,921,13697
5,2024-01-01 05:00,98.34,-5.0,84.0,11.0,934,13787
6,2024-01-01 06:00,98.4,-5.3,89.0,10.0,960,14055
7,2024-01-01 07:00,98.46,-5.5,91.0,9.0,998,14481
8,2024-01-01 08:00,98.49,-5.6,91.0,8.0,1034,14708
9,2024-01-01 09:00,98.55,-5.3,90.0,3.0,1083,14890
10,2024-01-01 10:00,98.6,-4.8,88.0,0.0,1129,15240
11,2024-01-01 11:00,98.62,-4.3,86.0,5.0,1165,15564
12,2024-01-01 12:00,98.59,-3.8,79.0,8.0,1183,15920
13,2024-01-01 13:00,98.52,-3.6,78.0,10.0,1183,16072
14,2024-01-01 14:00,98.51,-3.0,78.0,14.0,1181,16339
15,2024-01-01 15:00,98.53,-3.1,81.0,20.0,1200,16538
16,2024-01-01 16:00,98.56,-3.1,77.0,16.0,1274,17147
17,2024-01-01 17:00,98.59,-3.5,84.0,14.0,1358,17805
18,2024-01-01 18:00,98.58,-3.6,86.0,10.0,1328,17525
19,2024-01-01 19:00,98.57,-3.5,82.0,8.0,1287,17261
20,2024-01-01 20:00,98.56,-3.5,83.0,11.0,1237,16822
21,2024-01-01 21:00,98.52,-3.1,85.0,8.0,1168,16303
22,2024-01-01 22:00,98.5,-2.8,84.0,10.0,1084,15410
23,2024-01-01 23:00,98.5,-2.4,83.0,13.0,1001,14694
24,2024-01-02 00:00,98.48,-3.0,82.0,17.0,954,14124
25,2024-01-02 01:00,98.41,-3.0,83.0,7.0,917,13796
26,2024-01-02 02:00,98.42,-2.8,84.0,9.0,893,13617
27,2024-01-02 03:00,98.42,-2.6,82.0,11.0,887,13500
28,2024-01-02 04:00,98.37,-2.7,81.0,10.0,891,13714
29,2024-01-02 05:00,98.33,-2.6,81.0,10.0,925,14196
30,2024-01-02 06:00,98.32,-2.4,81.0,10.0,1005,15381
31,2024-01-02 07:00,98.32,-2.3,81.0,9.0,1103,16411
32,2024-01-02 08:00,98.29,-2.2,81.0,9.0,1153,16839
33,2024-01-02 09:00,98.26,-1.8,81.0,7.0,1166,17215
34,2024-01-02 10:00,98.24,-1.5,78.0,13.0,1162,17519
35,2024-01-02 11:00,98.19,-0.7,76.0,11.0,1142,17606
36,2024-01-02 12:00,98.1,0.5,73.0,9.0,1118,17648
37,2024-01-02 13:00,98.0,1.5,73.0,16.0,1123,17644
38,2024-01-02 14:00,97.95,1.5,73.0,13.0,1142,17684
39,2024-01-02 15:00,97.94,1.2,75.0,12.0,1179,17964
40,2024-01-02 16:00,97.92,1.0,75.0,12.0,1259,18402
41,2024-01-02 17:00,97.93,0.6,75.0,13.0,1350,19035
42,2024-01-02 18:00,97.95,0.5,77.0,11.0,1326,18688
43,2024-01-02 19:00,97.93,0.4,79.0,10.0,1290,18384
44,2024-01-02 20:00,97.91,0.5,80.0,7.0,1248,18027
45,2024-01-02 21:00,97.88,0.6,80.0,8.0,1177,17361
46,2024-01-02 22:00,97.86,0.7,82.0,6.0,1092,16334
47,2024-01-02 23:00,97.85,0.4,88.0,9.0,1009,15456
48,2024-01-03 00:00,97.82,0.1,94.0,9.0,950,14780
49,2024-01-03 01:00,97.8,0.3,90.0,9.0,915,14444
50,2024-01-03 02:00,97.81,0.3,91.0,8.0,890,14189
51,2024-01-03 03:00,97.85,0.1,94.0,9.0,881,14184
52,2024-01-03 04:00,97.83,0.2,95.0,9.0,894,14401
53,2024-01-03 05:00,97.82,0.3,96.0,9.0,931,14909
54,2024-01-03 06:00,97.83,0.3,96.0,9.0,1009,15851
55,2024-01-03 07:00,97.84,0.2,96.0,7.0,1098,17068
56,2024-01-03 08:00,97.86,0.2,95.0,8.0,1152,17643
57,2024-01-03 09:00,97.84,0.5,95.0,7.0,1176,18022
58,2024-01-03 10:00,97.86,0.7,94.0,7.0,1193,18192
59,2024-01-03 11:00,97.84,1.0,92.0,7.0,1198,18354
60,2024-01-03 12:00,97.76,1.0,94.0,10.0,1196,18257
61,2024-01-03 13:00,97.69,0.9,96.0,9.0,1193,18207
62,2024-01-03 14:00,97.66,1.4,91.0,10.0,1190,18255
63,2024-01-03 15:00,97.66,1.3,91.0,6.0,1204,18476
64,2024-01-03 16:00,97.64,1.1,85.0,8.0,1266,18928
65,2024-01-03 17:00,97.64,0.7,84.0,9.0,1355,19452
66,2024-01-03 18:00,97.7,0.7,86.0,8.0,1341,19015
67,2024-01-03 19:00,97.72,0.4,90.0,9.0,1319,18843
68,2024-01-03 20:00,97.73,0.2,93.0,8.0,1303,18418
69,2024-01-03 21:00,97.72,-0.2,97.0,8.0,1230,17725
70,2024-01-03 22:00,97.72,-0.8,96.0,8.0,1138,16766
71,2024-01-03 23:00,97.72,-0.8,96.0,9.0,1054,15698
72,2024-01-04 00:00,97.76,-0.5,96.0,10.0,999,14981
73,2024-01-04 01:00,97.86,-3.2,87.0,26.0,965,14838
74,2024-01-04 02:00,97.98,-4.9,86.0,24.0,955,14576
75,2024-01-04 03:00,98.14,-6.1,82.0,24.0,964,14579
76,2024-01-04 04:00,98.21,-6.4,88.0,16.0,991,14825
77,2024-01-04 05:00,98.27,-7.3,84.0,18.0,1039,15275
78,2024-01-04 06:00,98.41,-8.8,85.0,16.0,1135,16375
79,2024-01-04 07:00,98.55,-10.8,81.0,22.0,1240,17597
80,2024-01-04 08:00,98.63,-11.8,83.0,19.0,1294,18143
81,2024-01-04 09:00,98.73,-11.5,85.0,6.0,1291,18286
82,2024-01-04 10:00,98.77,-10.2,80.0,11.0,1255,18076
83,2024-01-04 11:00,98.84,-9.7,74.0,11.0,1202,17753
84,2024-01-04 12:00,98.84,-8.3,76.0,16.0,1162,17465
85,2024-01-04 13:00,98.82,-8.0,72.0,15.0,1159,17312
86,2024-01-04 14:00,98.85,-7.8,77.0,16.0,1196,17580
87,2024-01-04 15:00,98.86,-7.3,76.0,17.0,1281,18241
88,2024-01-04 16:00,98.88,-6.7,80.0,9.0,1385,19035
89,2024-01-04 17:00,98.92,-6.9,83.0,10.0,1495,19981
90,2024-01-04 18:00,98.93,-7.0,86.0,4.0,1484,19718
91,2024-01-04 19:00,98.92,-7.0,87.0,0.0,1455,19498
92,2024-01-04 20:00,98.92,-6.6,84.0,3.0,1414,19186
93,2024-01-04 21:00,98.9,-6.2,83.0,6.0,1347,18603
94,2024-01-04 22:00,98.87,-6.6,86.0,5.0,1255,17574
95,2024-01-04 23:00,98.84,-6.0,89.0,6.0,1160,16736
96,2024-01-05 00:00,98.79,-5.4,85.0,7.0,1110,16002
97,2024-01-05 01:00,98.75,-4.7,82.0,8.0,1070,15638
98,2024-01-05 02:00,98.71,-4.2,82.0,11.0,1039,15335
99,2024-01-05 03:00,98.7,-3.7,81.0,12.0,1020,15223
100,2024-01-05 04:00,98.68,-3.3,78.0,16.0,1025,15387
101,2024-01-05 05:00,98.7,-3.1,76.0,15.0,1061,15768
102,2024-01-05 06:00,98.72,-3.2,77.0,10.0,1132,16789
103,2024-01-05 07:00,98.75,-2.9,74.0,17.0,1217,17717
104,2024-01-05 08:00,98.77,-3.1,75.0,12.0,1260,18250
105,2024-01-05 09:00,98.77,-2.8,74.0,13.0,1276,18473
106,2024-01-05 10:00,98.79,-2.8,76.0,13.0,1296,18635
107,2024-01-05 11:00,98.78,-2.9,73.0,19.0,1298,18775
108,2024-01-05 12:00,98.67,-2.5,74.0,12.0,1292,18780
109,2024-01-05 13:00,98.6,-2.1,73.0,17.0,1281,18830
110,2024-01-05 14:00,98.52,-1.6,73.0,13.0,1268,18835
111,2024-01-05 15:00,98.48,-1.3,73.0,13.0,1273,18847
112,2024-01-05 16:00,98.46,-1.0,73.0,11.0,1327,19122
113,2024-01-05 17:00,98.5,-1.0,74.0,10.0,1389,19536
114,2024-01-05 18:00,98.54,-1.0,74.0,9.0,1363,19079
115,2024-01-05 19:00,98.61,-1.1,76.0,12.0,1331,18802
116,2024-01-05 20:00,98.64,-1.5,79.0,11.0,1293,18617
117,2024-01-05 21:00,98.5,-1.7,81.0,4.0,1231,18012
118,2024-01-05 22:00,98.5,-1.8,82.0,5.0,1149,17178
119,2024-01-05 23:00,98.53,-1.8,83.0,4.0,1068,16220
120,2024-01-06 00:00,98.47,-2.2,86.0,4.0,1001,15542
121,2024-01-06 01:00,98.41,-2.2,87.0,0.0,949,15073
122,2024-01-06 02:00,98.46,-2.2,88.0,6.0,922,14709
123,2024-01-06 03:00,98.46,-2.0,83.0,12.0,913,14625
124,2024-01-06 04:00,98.48,-2.2,89.0,9.0,922,14546
125,2024-01-06 05:00,98.42,-2.2,90.0,0.0,938,14898
126,2024-01-06 06:00,98.39,-2.1,90.0,3.0,979,15388
127,2024-01-06 07:00,98.33,-1.6,85.0,9.0,1042,15970
128,2024-01-06 08:00,98.23,-1.5,84.0,14.0,1099,16495
129,2024-01-06 09:00,98.21,-1.7,86.0,19.0,1163,17058
130,2024-01-06 10:00,98.18,-2.0,85.0,20.0,1218,17497
131,2024-01-06 11:00,98.01,-2.2,85.0,25.0,1249,18055
132,2024-01-06 12:00,97.9,-2.5,85.0,24.0,1262,18364
133,2024-01-06 13:00,97.81,-2.7,84.0,23.0,1257,18031
134,2024-01-06 14:00,97.71,-3.4,87.0,23.0,1250,17980
135,2024-01-06 15:00,97.61,-4.2,89.0,25.0,1260,18121
136,2024-01-06 16:00,97.58,-4.4,89.0,23.0,1329,18561
137,2024-01-06 17:00,97.56,-4.4,88.0,24.0,1404,19074
138,2024-01-06 18:00,97.59,-4.5,86.0,22.0,1384,18752
139,2024-01-06 19:00,97.5,-4.6,85.0,21.0,1323,18547
140,2024-01-06 20:00,97.44,-5.1,89.0,19.0,1280,18122
141,2024-01-06 21:00,97.35,-5.3,86.0,22.0,1225,17701
142,2024-01-06 22:00,97.28,-5.4,88.0,19.0,1156,16995
143,2024-01-06 23:00,97.3,-5.5,86.0,20.0,1088,16190
144,2024-01-07 00:00,97.24,-5.8,88.0,15.0,1040,15516
145,2024-01-07 01:00,97.21,-6.2,89.0,15.0,1003,15098
146,2024-01-07 02:00,97.19,-6.2,89.0,14.0,980,14948
147,2024-01-07 03:00,97.19,-6.4,88.0,13.0,977,14862
148,2024-01-07 04:00,97.17,-6.5,88.0,9.0,979,14967
149,2024-01-07 05:00,97.12,-6.8,88.0,8.0,981,15118
150,2024-01-07 06:00,97.13,-7.0,88.0,9.0,1016,15424
151,2024-01-07 07:00,97.18,-7.0,87.0,6.0,1068,16013
152,2024-01-07 08:00,97.21,-7.0,86.0,8.0,1130,16603
153,2024-01-07 09:00,97.25,-6.8,86.0,7.0,1182,17152
154,2024-01-07 10:00,97.25,-6.3,82.0,4.0,1211,17625
155,2024-01-07 11:00,97.25,-5.0,78.0,0.0,1230,17921
156,2024-01-07 12:00,97.24,-4.3,80.0,8.0,1224,18094
157,2024-01-07 13:00,97.26,-3.2,77.0,7.0,1189,18021
158,2024-01-07 14:00,97.29,-2.4,73.0,15.0,1170,17860
159,2024-01-07 15:00,97.39,-1.8,74.0,12.0,1213,17942
160,2024-01-07 16:00,97.51,-2.2,77.0,18.0,1308,18512
161,2024-01-07 17:00,97.6,-2.6,80.0,7.0,1396,19192
162,2024-01-07 18:00,97.71,-4.0,88.0,3.0,1359,18900
163,2024-01-07 19:00,97.83,-3.4,87.0,5.0,1304,18454
164,2024-01-07 20:00,97.93,-2.5,87.0,8.0,1255,18018
165,2024-01-07 21:00,98.04,-1.6,86.0,9.0,1186,17312
166,2024-01-07 22:00,98.12,-1.9,88.0,7.0,1094,16296
167,2024-01-07 23:00,98.23,-2.4,92.0,4.0,1011,15521
168,2024-01-08 00:00,98.32,-2.0,93.0,4.0,957,15036
169,2024-01-08 01:00,98.38,-1.8,92.0,6.0,920,14460
170,2024-01-08 02:00,98.45,-1.6,91.0,6.0,912,14284
171,2024-01-08 03:00,98.57,-0.9,87.0,8.0,897,14257
172,2024-01-08 04:00,98.63,-0.7,88.0,7.0,912,14442
173,2024-01-08 05:00,98.75,-0.5,94.0,11.0,955,15113
174,2024-01-08 06:00,98.86,-0.2,96.0,9.0,1056,16550
175,2024-01-08 07:00,98.96,0.2,90.0,7.0,1160,17970
176,2024-01-08 08:00,99.04,-0.3,92.0,0.0,1192,18437
177,2024-01-08 09:00,99.13,0.0,88.0,5.0,1188,18577
178,2024-01-08 10:00,99.2,0.2,92.0,7.0,1185,18515
179,2024-01-08 11:00,99.23,0.5,87.0,6.0,1176,18450
180,2024-01-08 12:00,99.21,0.6,86.0,7.0,1162,18450
181,2024-01-08 13:00,99.2,0.9,83.0,7.0,1164,18499
182,2024-01-08 14:00,99.19,0.8,81.0,10.0,1170,18584
183,2024-01-08 15:00,99.22,0.7,82.0,5.0,1196,18701
184,2024-01-08 16:00,99.27,0.5,82.0,3.0,1272,19120
185,2024-01-08 17:00,99.26,0.1,85.0,0.0,1347,19665
186,2024-01-08 18:00,99.3,-0.5,90.0,0.0,1323,19106
187,2024-01-08 19:00,99.28,-0.6,91.0,4.0,1290,18775
188,2024-01-08 20:00,99.22,-0.4,91.0,7.0,1243,18373
189,2024-01-08 21:00,99.16,-0.1,89.0,5.0,1172,17369
190,2024-01-08 22:00,99.08,0.3,87.0,8.0,1077,16513
191,2024-01-08 23:00,99.05,0.3,90.0,7.0,992,15340
192,2024-01-09 00:00,99.03,0.3,90.0,6.0,933,14715
193,2024-01-09 01:00,98.96,0.3,90.0,9.0,893,14208
194,2024-01-09 02:00,98.84,0.4,91.0,11.0,864,14049
195,2024-01-09 03:00,98.72,0.4,90.0,17.0,856,14051
196,2024-01-09 04:00,98.53,0.4,89.0,23.0,869,14226
197,2024-01-09 05:00,98.37,0.2,88.0,18.0,912,14849
198,2024-01-09 06:00,98.33,0.2,85.0,18.0,1015,16015
199,2024-01-09 07:00,98.21,0.4,82.0,19.0,1127,17510
200,2024-01-09 08:00,97.99,0.4,84.0,19.0,1177,18170
201,2024-01-09 09:00,97.86,1.2,79.0,22.0,1184,18258
202,2024-01-09 10:00,97.71,0.0,94.0,26.0,1203,18763
203,2024-01-09 11:00,97.54,0.1,94.0,23.0,1223,19315
204,2024-01-09 12:00,97.24,0.1,97.0,28.0,1227,19412
205,2024-01-09 13:00,96.91,0.1,98.0,28.0,1230,19517
206,2024-01-09 14:00,96.66,0.1,98.0,29.0,1232,19422
207,2024-01-09 15:00,96.42,0.2,98.0,29.0,1233,19131
208,2024-01-09 16:00,96.21,0.1,98.0,29.0,1297,19460
209,2024-01-09 17:00,95.98,0.3,99.0,27.0,1377,19996
210,2024-01-09 18:00,95.73,3.3,99.0,27.0,1353,19383
211,2024-01-09 19:00,95.38,3.6,98.0,29.0,1315,18966
212,2024-01-09 20:00,95.15,3.4,98.0,26.0,1259,18512
213,2024-01-09 21:00,94.87,3.6,99.0,22.0,1185,17668
214,2024-01-09 22:00,94.7,4.1,99.0,22.0,1082,16533
215,2024-01-09 23:00,94.53,4.5,99.0,16.0,990,15447
216,2024-01-10 00:00,94.39,5.2,99.0,19.0,920,14709
217,2024-01-10 01:00,94.29,5.0,99.0,11.0,869,14208
218,2024-01-10 02:00,94.31,5.8,99.0,18.0,834,13965
219,2024-01-10 03:00,94.4,5.5,90.0,16.0,823,13892
220,2024-01-10 04:00,94.4,4.8,88.0,17.0,838,14069
221,2024-01-10 05:00,94.45,4.2,82.0,20.0,877,14599
222,2024-01-10 06:00,94.41,3.7,80.0,13.0,980,15811
223,2024-01-10 07:00,94.42,3.5,79.0,15.0,1093,17254
224,2024-01-10 08:00,94.38,2.5,87.0,19.0,1121,17807
225,2024-01-10 09:00,94.47,1.3,94.0,13.0,1117,17763
226,2024-01-10 10:00,94.68,-0.1,93.0,34.0,1136,17729
227,2024-01-10 11:00,94.92,-1.0,88.0,35.0,1164,17967
228,2024-01-10 12:00,95.09,-1.6,93.0,37.0,1172,17898
229,2024-01-10 13:00,95.31,-2.5,88.0,39.0,1172,18096
230,2024-01-10 14:00,95.5,-3.1,87.0,42.0,1203,18118
231,2024-01-10 15:00,95.7,-3.4,87.0,32.0,1234,18233
232,2024-01-10 16:00,95.92,-3.7,87.0,31.0,1302,18825
233,2024-01-10 17:00,96.08,-3.5,85.0,36.0,1379,19538
234,2024-01-10 18:00,96.26,-3.2,82.0,36.0,1363,19180
235,2024-01-10 19:00,96.42,-3.1,82.0,33.0,1344,18887
236,2024-01-10 20:00,96.53,-2.9,83.0,23.0,1303,18516
237,2024-01-10 21:00,96.61,-2.9,88.0,9.0,1239,17972
238,2024-01-10 22:00,96.7,-2.9,89.0,10.0,1151,16995
239,2024-01-10 23:00,96.77,-4.4,93.0,7.0,1065,15934
240,2024-01-11 00:00,96.83,-4.5,94.0,0.0,1007,15320
241,2024-01-11 01:00,96.84,-4.4,93.0,4.0,969,14905
242,2024-01-11 02:00,96.92,-4.3,94.0,4.0,947,14635
243,2024-01-11 03:00,97.02,-4.8,92.0,5.0,941,14641
244,2024-01-11 04:00,97.03,-4.5,94.0,3.0,957,14852
245,2024-01-11 05:00,97.06,-4.3,94.0,4.0,1000,15404
246,2024-01-11 06:00,97.02,-4.2,94.0,5.0,1096,16679
247,2024-01-11 07:00,97.06,-4.3,93.0,0.0,1214,18278
248,2024-01-11 08:00,97.04,-3.9,95.0,0.0,1257,18714
249,2024-01-11 09:00,97.05,-3.0,96.0,4.0,1254,18822
250,2024-01-11 10:00,97.08,-2.2,95.0,3.0,1255,18845
251,2024-01-11 11:00,97.11,-0.7,95.0,4.0,1250,18948
252,2024-01-11 12:00,97.09,-0.1,94.0,5.0,1229,18870
253,2024-01-11 13:00,97.06,0.2,92.0,5.0,1202,18532
254,2024-01-11 14:00,97.07,0.2,93.0,6.0,1190,18494
255,2024-01-11 15:00,97.17,0.3,92.0,4.0,1204,18567
256,2024-01-11 16:00,97.27,0.4,92.0,0.0,1261,18935
257,2024-01-11 17:00,97.37,-0.1,95.0,0.0,1351,19547
258,2024-01-11 18:00,97.49,-0.1,97.0,3.0,1339,19252
259,2024-01-11 19:00,97.57,-0.1,98.0,3.0,1318,18983
260,2024-01-11 20:00,97.65,-0.8,95.0,8.0,1278,18611
261,2024-01-11 21:00,97.82,-1.4,93.0,9.0,1217,18005
262,2024-01-11 22:00,97.91,-2.3,93.0,14.0,1135,16971
263,2024-01-11 23:00,98.03,-2.7,87.0,13.0,1052,16166
264,2024-01-12 00:00,98.16,-2.6,83.0,5.0,998,15533
265,2024-01-12 01:00,98.22,-2.7,82.0,4.0,964,15144
266,2024-01-12 02:00,98.28,-3.8,86.0,4.0,948,14928
267,2024-01-12 03:00,98.37,-4.1,93.0,3.0,941,14916
268,2024-01-12 04:00,98.38,-3.6,89.0,3.0,956,15167
269,2024-01-12 05:00,98.26,-4.4,87.0,11.0,1007,15545
270,2024-01-12 06:00,98.47,-4.4,86.0,3.0,1112,16563
271,2024-01-12 07:00,98.45,-4.6,92.0,9.0,1224,18045
272,2024-01-12 08:00,98.44,-4.8,86.0,12.0,1257,18511
273,2024-01-12 09:00,98.52,-4.6,85.0,11.0,1252,18262
274,2024-01-12 10:00,98.45,-4.2,83.0,16.0,1254,18390
275,2024-01-12 11:00,98.38,-3.7,83.0,12.0,1250,18516
276,2024-01-12 12:00,98.08,-3.6,83.0,18.0,1230,18430
277,2024-01-12 13:00,97.92,-3.3,84.0,21.0,1220,18345
278,2024-01-12 14:00,97.82,-3.2,87.0,23.0,1215,18459
279,2024-01-12 15:00,97.65,-3.2,87.0,24.0,1236,18552
280,2024-01-12 16:00,97.36,-3.6,89.0,33.0,1308,19119
281,2024-01-12 17:00,97.13,-3.6,88.0,32.0,1395,19530
282,2024-01-12 18:00,97.04,-3.4,84.0,28.0,1383,19148
283,2024-01-12 19:00,96.74,-3.4,83.0,34.0,1360,18953
284,2024-01-12 20:00,96.57,-3.3,84.0,37.0,1332,18868
285,2024-01-12 21:00,96.35,-3.4,94.0,35.0,1277,18203
286,2024-01-12 22:00,96.09,-2.9,94.0,35.0,1196,16999
287,2024-01-12 23:00,95.88,-2.5,95.0,27.0,1111,16003
288,2024-01-13 00:00,95.65,-1.3,96.0,28.0,1037,15341
289,2024-01-13 01:00,95.46,0.3,98.0,18.0,975,14726
290,2024-01-13 02:00,95.31,1.6,96.0,19.0,931,14298
291,2024-01-13 03:00,95.19,2.1,97.0,18.0,911,14311
292,2024-01-13 04:00,95.09,2.4,96.0,16.0,908,14378
293,2024-01-13 05:00,95.03,2.4,96.0,13.0,913,14608
294,2024-01-13 06:00,95.01,2.2,98.0,4.0,943,15245
295,2024-01-13 07:00,94.93,2.1,96.0,11.0,998,15700
296,2024-01-13 08:00,94.97,1.1,96.0,10.0,1056,16279
297,2024-01-13 09:00,95.0,1.3,97.0,9.0,1114,16878
298,2024-01-13 10:00,95.07,0.9,83.0,20.0,1173,17463
299,2024-01-13 11:00,95.15,-0.9,78.0,27.0,1197,17910
300,2024-01-13 12:00,95.16,-2.3,89.0,20.0,1213,18054
301,2024-01-13 13:00,95.15,-2.7,89.0,19.0,1204,18028
302,2024-01-13 14:00,95.2,-2.0,78.0,18.0,1202,17973
303,2024-01-13 15:00,95.29,-2.3,82.0,17.0,1209,18078
304,2024-01-13 16:00,95.43,-2.4,84.0,24.0,1263,18413
305,2024-01-13 17:00,95.64,-4.0,73.0,27.0,1365,18991
306,2024-01-13 18:00,95.75,-5.0,71.0,22.0,1345,18822
307,2024-01-13 19:00,95.86,-5.5,77.0,25.0,1296,18254
308,2024-01-13 20:00,95.95,-5.8,83.0,19.0,1260,17884
309,2024-01-13 21:00,96.08,-6.4,72.0,28.0,1209,17379
310,2024-01-13 22:00,96.15,-6.7,78.0,25.0,1139,16481
311,2024-01-13 23:00,96.21,-6.5,78.0,26.0,1077,15697
312,2024-01-14 00:00,96.28,-6.5,74.0,21.0,1023,15229
313,2024-01-14 01:00,96.32,-6.5,79.0,22.0,984,14863
314,2024-01-14 02:00,96.39,-6.2,78.0,17.0,964,14631
315,2024-01-14 03:00,96.47,-6.0,78.0,16.0,957,14475
316,2024-01-14 04:00,96.47,-6.4,92.0,17.0,963,14604
317,2024-01-14 05:00,96.45,-6.5,89.0,17.0,980,14845
318,2024-01-14 06:00,96.43,-6.8,82.0,15.0,1024,15300
319,2024-01-14 07:00,96.43,-6.8,84.0,14.0,1083,15844
320,2024-01-14 08:00,96.44,-6.8,78.0,15.0,1134,16446
321,2024-01-14 09:00,96.5,-7.1,76.0,16.0,1159,16947
322,2024-01-14 10:00,96.57,-6.6,78.0,19.0,1175,17156
323,2024-01-14 11:00,96.67,-6.2,83.0,21.0,1212,17303
324,2024-01-14 12:00,96.75,-6.3,89.0,18.0,1235,17388
325,2024-01-14 13:00,96.83,-6.0,87.0,24.0,1242,17522
326,2024-01-14 14:00,97.01,-5.7,87.0,27.0,1267,17597
327,2024-01-14 15:00,97.17,-6.4,86.0,18.0,1283,18039
328,2024-01-14 16:00,97.33,-6.2,89.0,24.0,1345,18759
329,2024-01-14 17:00,97.47,-7.2,90.0,27.0,1463,19676
330,2024-01-14 18:00,97.63,-7.4,85.0,23.0,1453,19594
331,2024-01-14 19:00,97.72,-7.9,80.0,23.0,1416,19122
332,2024-01-14 20:00,97.78,-8.8,79.0,18.0,1379,18796
333,2024-01-14 21:00,97.83,-9.1,77.0,19.0,1318,18276
334,2024-01-14 22:00,97.84,-9.5,75.0,19.0,1229,17444
335,2024-01-14 23:00,97.9,-9.5,75.0,20.0,1150,16678
336,2024-01-15 00:00,97.89,-10.0,76.0,13.0,1093,15838
337,2024-01-15 01:00,97.93,-11.1,75.0,15.0,1069,15599
338,2024-01-15 02:00,97.98,-11.7,76.0,16.0,1065,15437
339,2024-01-15 03:00,98.07,-11.5,76.0,19.0,1070,15609
340,2024-01-15 04:00,98.07,-12.2,76.0,11.0,1096,15884
341,2024-01-15 05:00,98.08,-12.9,75.0,12.0,1151,16518
342,2024-01-15 06:00,98.12,-13.1,72.0,13.0,1247,17882
343,2024-01-15 07:00,98.18,-14.2,75.0,15.0,1366,19438
344,2024-01-15 08:00,98.21,-14.6,76.0,14.0,1381,19933
345,2024-01-15 09:00,98.24,-13.0,74.0,16.0,1356,19620
346,2024-01-15 10:00,98.29,-12.2,72.0,18.0,1310,19252
347,2024-01-15 11:00,98.33,-11.2,68.0,20.0,1295,18883
348,2024-01-15 12:00,98.28,-11.0,64.0,21.0,1318,18755
349,2024-01-15 13:00,98.24,-10.5,64.0,16.0,1303,18747
350,2024-01-15 14:00,98.26,-10.8,65.0,17.0,1309,18897
351,2024-01-15 15:00,98.26,-10.8,66.0,17.0,1362,19288
352,2024-01-15 16:00,98.28,-11.1,70.0,14.0,1456,20040
353,2024-01-15 17:00,98.29,-11.5,69.0,15.0,1555,20880
354,2024-01-15 18:00,98.3,-11.5,68.0,11.0,1544,20603
355,2024-01-15 19:00,98.29,-11.7,69.0,16.0,1514,20174
356,2024-01-15 20:00,98.26,-11.8,72.0,9.0,1473,19837
357,2024-01-15 21:00,98.22,-11.6,73.0,10.0,1418,19145
358,2024-01-15 22:00,98.21,-11.6,73.0,11.0,1324,18159
359,2024-01-15 23:00,98.17,-11.7,73.0,10.0,1237,17236
360,2024-01-16 00:00,98.13,-11.5,74.0,8.0,1181,16692
361,2024-01-16 01:00,98.06,-11.5,76.0,8.0,1142,16124
362,2024-01-16 02:00,98.02,-11.4,75.0,10.0,1119,15954
363,2024-01-16 03:00,97.99,-11.4,77.0,13.0,1118,16028
364,2024-01-16 04:00,97.85,-11.6,78.0,11.0,1128,16253
365,2024-01-16 05:00,97.84,-11.4,78.0,9.0,1188,16893
366,2024-01-16 06:00,97.76,-11.4,86.0,8.0,1290,18189
367,2024-01-16 07:00,97.73,-11.3,86.0,7.0,1389,19611
368,2024-01-16 08:00,97.7,-11.2,87.0,8.0,1409,20016
369,2024-01-16 09:00,97.69,-11.0,86.0,9.0,1405,19965
370,2024-01-16 10:00,97.66,-10.6,83.0,10.0,1399,20010
371,2024-01-16 11:00,97.66,-10.2,80.0,14.0,1375,19864
372,2024-01-16 12:00,97.59,-9.8,79.0,14.0,1350,19450
373,2024-01-16 13:00,97.51,-9.1,76.0,12.0,1317,19051
374,2024-01-16 14:00,97.48,-8.7,70.0,18.0,1305,18927
375,2024-01-16 15:00,97.48,-8.9,70.0,17.0,1341,19010
376,2024-01-16 16:00,97.52,-9.8,72.0,15.0,1416,19826
377,2024-01-16 17:00,97.56,-10.0,65.0,12.0,1518,20695
378,2024-01-16 18:00,97.56,-10.5,67.0,12.0,1521,20714
379,2024-01-16 19:00,97.54,-10.6,62.0,12.0,1500,20372
380,2024-01-16 20:00,97.55,-10.8,68.0,10.0,1463,20019
381,2024-01-16 21:00,97.53,-11.4,73.0,15.0,1394,19281
382,2024-01-16 22:00,97.5,-12.1,76.0,9.0,1293,18177
383,2024-01-16 23:00,97.48,-12.3,78.0,11.0,1225,17248
384,2024-01-17 00:00,97.46,-12.8,75.0,12.0,1164,16747
385,2024-01-17 01:00,97.41,-13.4,77.0,12.0,1133,16383
386,2024-01-17 02:00,97.37,-13.6,77.0,15.0,1111,16307
387,2024-01-17 03:00,97.36,-13.6,76.0,17.0,1107,16371
388,2024-01-17 04:00,97.36,-14.3,74.0,16.0,1131,16525
389,2024-01-17 05:00,97.35,-15.4,74.0,16.0,1180,16940
390,2024-01-17 06:00,97.36,-15.7,75.0,18.0,1285,18227
