,Date/Time (LST),Stn Press (kPa),Temp (°C),Rel Hum (%),Wind Spd (km/h),Essa,Ontario Demand
1583,2024-03-06 23:00,98.53,1.8,72.0,12.0,989,14543
1584,2024-03-07 00:00,98.54,1.9,69.0,18.0,932,13853
1585,2024-03-07 01:00,98.57,1.7,67.0,14.0,907,13730
1586,2024-03-07 02:00,98.55,1.0,64.0,15.0,892,13623
1587,2024-03-07 03:00,98.53,0.2,66.0,14.0,893,13648
1588,2024-03-07 04:00,98.55,-0.4,67.0,12.0,919,13821
1589,2024-03-07 05:00,98.61,-1.3,69.0,9.0,975,14255
1590,2024-03-07 06:00,98.64,-2.0,72.0,9.0,1081,15398
1591,2024-03-07 07:00,98.7,-1.4,64.0,8.0,1112,16494
1592,2024-03-07 08:00,98.77,0.8,53.0,10.0,1000,16255
1593,2024-03-07 09:00,98.84,1.6,48.0,13.0,893,15418
1594,2024-03-07 10:00,98.89,3.4,51.0,9.0,846,14838
1595,2024-03-07 11:00,98.86,5.0,49.0,14.0,813,14558
1596,2024-03-07 12:00,98.84,6.9,45.0,16.0,790,14481
1597,2024-03-07 13:00,98.77,7.9,39.0,13.0,772,14457
1598,2024-03-07 14:00,98.71,8.9,34.0,12.0,761,14423
1599,2024-03-07 15:00,98.7,9.7,32.0,12.0,798,14560
1600,2024-03-07 16:00,98.7,10.0,30.0,9.0,930,15488
1601,2024-03-07 17:00,98.74,10.3,29.0,4.0,1086,16307
1602,2024-03-07 18:00,98.77,8.0,39.0,3.0,1175,16877
1603,2024-03-07 19:00,98.77,4.2,62.0,4.0,1209,17054
1604,2024-03-07 20:00,98.8,1.7,68.0,4.0,1191,16882
1605,2024-03-07 21:00,98.87,3.9,43.0,12.0,1126,16286
1606,2024-03-07 22:00,98.89,3.6,44.0,11.0,1049,15313
1607,2024-03-07 23:00,98.91,1.2,53.0,10.0,968,14441
1608,2024-03-08 00:00,98.89,2.1,47.0,9.0,913,13647
1609,2024-03-08 01:00,98.9,0.7,53.0,8.0,883,13433
1610,2024-03-08 02:00,98.87,1.4,49.0,11.0,866,13347
1611,2024-03-08 03:00,98.83,1.4,48.0,11.0,865,13333
1612,2024-03-08 04:00,98.85,0.3,52.0,9.0,884,13672
1613,2024-03-08 05:00,98.83,0.2,55.0,13.0,937,14234
1614,2024-03-08 06:00,98.87,-1.4,65.0,10.0,1035,15511
1615,2024-03-08 07:00,98.89,-1.4,69.0,10.0,1071,16382
1616,2024-03-08 08:00,98.9,1.0,58.0,14.0,991,16060
1617,2024-03-08 09:00,98.84,2.3,55.0,13.0,922,15897
1618,2024-03-08 10:00,98.83,3.1,55.0,17.0,859,15564
1619,2024-03-08 11:00,98.76,5.1,54.0,19.0,806,15206
1620,2024-03-08 12:00,98.72,7.4,50.0,16.0,789,14877
1621,2024-03-08 13:00,98.63,9.5,45.0,17.0,765,14703
1622,2024-03-08 14:00,98.51,11.2,37.0,16.0,817,15071
1623,2024-03-08 15:00,98.39,10.8,25.0,18.0,911,15600
1624,2024-03-08 16:00,98.35,11.0,21.0,16.0,1005,16097
1625,2024-03-08 17:00,98.27,10.0,25.0,14.0,1092,16649
1626,2024-03-08 18:00,98.22,8.4,34.0,16.0,1150,16963
1627,2024-03-08 19:00,98.18,8.0,41.0,15.0,1153,16761
1628,2024-03-08 20:00,98.12,7.0,46.0,16.0,1118,16279
1629,2024-03-08 21:00,98.05,6.6,46.0,15.0,1064,15620
1630,2024-03-08 22:00,97.96,6.3,53.0,17.0,993,14834
1631,2024-03-08 23:00,97.86,5.2,70.0,14.0,916,14019
1632,2024-03-09 00:00,97.85,5.2,76.0,10.0,855,13380
1633,2024-03-09 01:00,97.72,4.2,88.0,13.0,813,12934
1634,2024-03-09 02:00,97.6,3.7,93.0,12.0,789,12702
1635,2024-03-09 03:00,97.46,4.2,92.0,11.0,787,12765
1636,2024-03-09 04:00,97.33,5.1,97.0,13.0,793,12850
1637,2024-03-09 05:00,97.23,6.2,97.0,18.0,820,13074
1638,2024-03-09 06:00,97.12,6.2,97.0,19.0,867,13686
1639,2024-03-09 07:00,97.01,6.2,97.0,20.0,928,14294
1640,2024-03-09 08:00,96.89,6.4,96.0,19.0,1000,14873
1641,2024-03-09 09:00,96.83,6.5,96.0,22.0,1063,15336
1642,2024-03-09 10:00,96.72,6.4,96.0,23.0,1106,15818
1643,2024-03-09 11:00,96.68,6.6,96.0,22.0,1116,16369
1644,2024-03-09 12:00,96.62,7.4,97.0,20.0,1099,16360
1645,2024-03-09 13:00,96.58,8.0,98.0,11.0,1095,16011
1646,2024-03-09 14:00,96.59,8.4,94.0,20.0,1087,15917
1647,2024-03-09 15:00,96.64,6.4,89.0,21.0,1086,16071
1648,2024-03-09 16:00,96.63,5.2,88.0,19.0,1122,16659
1649,2024-03-09 17:00,96.74,3.8,91.0,19.0,1189,16802
1650,2024-03-09 18:00,96.82,3.0,91.0,20.0,1210,16694
1651,2024-03-09 19:00,96.86,3.0,88.0,15.0,1180,16339
1652,2024-03-09 20:00,96.84,2.6,88.0,18.0,1136,15870
1653,2024-03-09 21:00,96.83,2.1,88.0,22.0,1092,15298
1654,2024-03-09 22:00,96.76,1.9,88.0,21.0,1018,14561
1655,2024-03-09 23:00,96.72,1.3,89.0,19.0,962,13885
1656,2024-03-10 00:00,96.71,1.0,89.0,10.0,923,13461
1657,2024-03-10 01:00,96.7,0.5,87.0,10.0,900,13218
1658,2024-03-10 02:00,96.7,-0.2,93.0,11.0,890,13034
1659,2024-03-10 03:00,96.67,-0.3,87.0,12.0,893,13116
1660,2024-03-10 04:00,96.65,-1.0,86.0,18.0,906,13248
1661,2024-03-10 05:00,96.66,-1.5,84.0,18.0,934,13619
1662,2024-03-10 06:00,96.63,-2.2,85.0,22.0,987,14110
1663,2024-03-10 07:00,96.63,-3.0,86.0,22.0,1050,14799
1664,2024-03-10 08:00,96.64,-3.2,89.0,24.0,1110,15249
1665,2024-03-10 09:00,96.65,-3.7,87.0,25.0,1166,15555
1666,2024-03-10 10:00,96.69,-4.1,83.0,24.0,1202,15561
1667,2024-03-10 11:00,96.72,-4.2,84.0,23.0,1201,15902
1668,2024-03-10 12:00,96.74,-4.1,82.0,22.0,1182,15742
1669,2024-03-10 13:00,96.75,-4.5,78.0,27.0,1189,15797
1670,2024-03-10 14:00,96.74,-4.4,78.0,31.0,1226,16188
1671,2024-03-10 15:00,96.79,-4.7,80.0,31.0,1276,16752
1672,2024-03-10 16:00,96.84,-4.6,78.0,34.0,1330,17240
1673,2024-03-10 17:00,96.93,-4.1,83.0,26.0,1342,17233
1674,2024-03-10 18:00,97.01,-3.7,82.0,30.0,1350,17546
1675,2024-03-10 19:00,97.11,-2.9,81.0,31.0,1328,17389
1676,2024-03-10 20:00,97.19,-2.1,77.0,35.0,1265,16748
1677,2024-03-10 21:00,97.25,-1.3,73.0,32.0,1181,15987
1678,2024-03-10 22:00,97.27,-0.7,64.0,31.0,1089,15148
1679,2024-03-10 23:00,97.31,-0.8,62.0,31.0,1026,14588
1680,2024-03-11 00:00,97.37,-1.5,59.0,35.0,991,14093
1681,2024-03-11 01:00,97.45,-1.9,61.0,29.0,981,13954
1682,2024-03-11 02:00,97.49,-2.1,63.0,26.0,977,13956
1683,2024-03-11 03:00,97.54,-2.2,61.0,29.0,988,14127
1684,2024-03-11 04:00,97.62,-2.5,63.0,27.0,1025,14701
1685,2024-03-11 05:00,97.66,-2.5,64.0,27.0,1104,15547
1686,2024-03-11 06:00,97.74,-2.5,65.0,24.0,1194,16890
1687,2024-03-11 07:00,97.82,-2.5,65.0,24.0,1178,17356
1688,2024-03-11 08:00,97.89,-1.6,60.0,21.0,1063,16849
1689,2024-03-11 09:00,97.94,-0.5,54.0,26.0,955,16158
1690,2024-03-11 10:00,97.97,0.6,51.0,27.0,907,15599
1691,2024-03-11 11:00,98.0,2.1,50.0,32.0,887,15447
1692,2024-03-11 12:00,98.0,2.3,58.0,34.0,872,15265
1693,2024-03-11 13:00,97.95,2.8,52.0,31.0,858,14884
1694,2024-03-11 14:00,97.91,3.3,49.0,31.0,845,14715
1695,2024-03-11 15:00,97.87,4.3,48.0,27.0,919,14981
1696,2024-03-11 16:00,97.86,4.2,49.0,28.0,1047,15773
1697,2024-03-11 17:00,97.79,3.8,46.0,25.0,1154,16311
1698,2024-03-11 18:00,97.75,2.8,52.0,10.0,1249,16965
1699,2024-03-11 19:00,97.73,0.4,63.0,4.0,1252,17000
1700,2024-03-11 20:00,97.77,-1.7,79.0,6.0,1195,16512
1701,2024-03-11 21:00,97.75,-2.3,82.0,3.0,1109,15536
1702,2024-03-11 22:00,97.69,-2.6,86.0,0.0,1019,14774
1703,2024-03-11 23:00,97.63,-2.6,86.0,0.0,960,14224
1704,2024-03-12 00:00,97.57,-3.3,88.0,3.0,923,13673
1705,2024-03-12 01:00,97.52,-3.6,87.0,3.0,910,13629
1706,2024-03-12 02:00,97.48,-3.7,90.0,0.0,909,13603
1707,2024-03-12 03:00,97.46,-4.5,91.0,0.0,940,13722
1708,2024-03-12 04:00,97.47,-4.1,91.0,0.0,985,14365
1709,2024-03-12 05:00,97.53,-4.9,89.0,3.0,1077,15504
1710,2024-03-12 06:00,97.57,-4.6,91.0,3.0,1173,16481
1711,2024-03-12 07:00,97.63,-3.7,93.0,7.0,1159,16605
1712,2024-03-12 08:00,97.69,0.8,85.0,7.0,1056,16230
1713,2024-03-12 09:00,97.68,5.8,71.0,5.0,955,15368
1714,2024-03-12 10:00,97.71,6.9,63.0,8.0,874,14736
1715,2024-03-12 11:00,97.7,8.7,54.0,7.0,830,14431
1716,2024-03-12 12:00,97.67,9.4,55.0,9.0,811,14228
1717,2024-03-12 13:00,97.62,11.3,51.0,9.0,789,13957
1718,2024-03-12 14:00,97.54,11.6,51.0,8.0,816,14108
1719,2024-03-12 15:00,97.49,12.3,44.0,6.0,901,14539
1720,2024-03-12 16:00,97.44,12.5,45.0,7.0,964,15077
1721,2024-03-12 17:00,97.42,12.7,43.0,6.0,1050,15765
1722,2024-03-12 18:00,97.41,10.9,47.0,8.0,1135,16306
1723,2024-03-12 19:00,97.44,7.0,61.0,5.0,1138,16166
1724,2024-03-12 20:00,97.46,4.2,77.0,0.0,1084,15509
1725,2024-03-12 21:00,97.43,5.6,72.0,4.0,1005,14769
1726,2024-03-12 22:00,97.39,5.4,75.0,6.0,916,13981
1727,2024-03-12 23:00,97.32,6.8,73.0,9.0,852,13393
1728,2024-03-13 00:00,97.27,6.4,74.0,4.0,810,12903
1729,2024-03-13 01:00,97.25,5.1,80.0,3.0,789,12704
1730,2024-03-13 02:00,97.25,3.8,86.0,0.0,782,12813
1731,2024-03-13 03:00,97.22,1.1,90.0,4.0,805,12870
1732,2024-03-13 04:00,97.21,1.2,95.0,0.0,849,13545
1733,2024-03-13 05:00,97.24,0.6,94.0,5.0,933,14576
1734,2024-03-13 06:00,97.27,1.9,94.0,8.0,1034,15884
1735,2024-03-13 07:00,97.28,2.7,88.0,6.0,1027,16185
1736,2024-03-13 08:00,97.32,8.9,73.0,11.0,930,15637
1737,2024-03-13 09:00,97.4,11.5,65.0,20.0,840,15449
1738,2024-03-13 10:00,97.45,12.0,59.0,26.0,777,14726
1739,2024-03-13 11:00,97.49,12.4,56.0,26.0,748,14461
1740,2024-03-13 12:00,97.54,12.9,50.0,28.0,724,14198
1741,2024-03-13 13:00,97.57,12.5,53.0,34.0,707,13869
1742,2024-03-13 14:00,97.56,13.1,50.0,25.0,712,13952
1743,2024-03-13 15:00,97.58,13.4,50.0,23.0,770,14289
1744,2024-03-13 16:00,97.65,12.7,50.0,29.0,889,14901
1745,2024-03-13 17:00,97.73,11.8,53.0,28.0,1007,15701
1746,2024-03-13 18:00,97.84,9.6,59.0,19.0,1096,16389
1747,2024-03-13 19:00,97.92,8.0,64.0,17.0,1118,16058
1748,2024-03-13 20:00,97.95,6.7,69.0,15.0,1066,15813
1749,2024-03-13 21:00,98.02,5.2,70.0,3.0,996,14995
1750,2024-03-13 22:00,98.07,2.7,84.0,5.0,919,14086
1751,2024-03-13 23:00,98.09,2.9,84.0,0.0,875,13413
1752,2024-03-14 00:00,98.12,1.9,84.0,5.0,843,13172
1753,2024-03-14 01:00,98.12,-0.1,90.0,5.0,831,12980
1754,2024-03-14 02:00,98.14,0.9,88.0,6.0,831,12873
1755,2024-03-14 03:00,98.16,0.5,87.0,0.0,851,13235
1756,2024-03-14 04:00,98.17,-0.5,92.0,0.0,900,13673
1757,2024-03-14 05:00,98.2,-0.5,94.0,0.0,986,14724
1758,2024-03-14 06:00,98.26,-0.6,94.0,3.0,1081,15953
1759,2024-03-14 07:00,98.3,-0.4,92.0,3.0,1088,16329
1760,2024-03-14 08:00,98.34,2.7,91.0,0.0,1079,16234
1761,2024-03-14 09:00,98.36,5.5,76.0,6.0,1094,16305
1762,2024-03-14 10:00,98.39,7.1,68.0,0.0,1093,16441
1763,2024-03-14 11:00,98.3,7.5,65.0,4.0,1097,16273
1764,2024-03-14 12:00,98.27,6.0,82.0,9.0,1103,16267
1765,2024-03-14 13:00,98.26,5.9,91.0,0.0,1093,16397
1766,2024-03-14 14:00,98.15,6.8,92.0,6.0,1082,16498
1767,2024-03-14 15:00,98.07,6.3,88.0,7.0,1122,16592
1768,2024-03-14 16:00,98.1,6.6,88.0,6.0,1169,16919
1769,2024-03-14 17:00,98.05,6.6,91.0,7.0,1170,16851
1770,2024-03-14 18:00,97.97,6.1,94.0,13.0,1137,17277
1771,2024-03-14 19:00,97.9,5.7,93.0,15.0,1122,17062
1772,2024-03-14 20:00,97.87,5.4,96.0,16.0,1074,16385
1773,2024-03-14 21:00,97.92,4.8,94.0,12.0,996,15093
1774,2024-03-14 22:00,97.85,4.0,95.0,15.0,909,14366
1775,2024-03-14 23:00,97.75,3.3,95.0,14.0,857,14066
1776,2024-03-15 00:00,97.8,3.1,96.0,9.0,818,13327
1777,2024-03-15 01:00,97.71,3.4,94.0,11.0,795,13481
1778,2024-03-15 02:00,97.69,3.5,95.0,18.0,787,13224
1779,2024-03-15 03:00,97.69,3.9,94.0,17.0,794,13212
1780,2024-03-15 04:00,97.74,4.1,94.0,14.0,836,13918
1781,2024-03-15 05:00,97.83,4.1,94.0,13.0,915,14898
1782,2024-03-15 06:00,97.92,4.1,94.0,9.0,1022,16083
1783,2024-03-15 07:00,97.93,4.0,90.0,9.0,1054,16530
1784,2024-03-15 08:00,97.97,4.1,88.0,10.0,999,16806
1785,2024-03-15 09:00,97.94,4.9,86.0,14.0,910,16503
1786,2024-03-15 10:00,97.96,6.2,84.0,15.0,856,16009
1787,2024-03-15 11:00,97.99,5.7,85.0,22.0,834,15770
1788,2024-03-15 12:00,97.98,4.8,79.0,22.0,833,15623
1789,2024-03-15 13:00,97.96,4.4,79.0,25.0,812,15102
1790,2024-03-15 14:00,97.87,4.6,79.0,25.0,785,15016
1791,2024-03-15 15:00,97.87,2.9,81.0,24.0,828,15183
1792,2024-03-15 16:00,97.87,2.5,80.0,26.0,948,15796
1793,2024-03-15 17:00,97.84,2.0,84.0,25.0,1040,16201
1794,2024-03-15 18:00,97.82,1.2,84.0,22.0,1122,16719
1795,2024-03-15 19:00,97.85,0.2,88.0,18.0,1141,16668
1796,2024-03-15 20:00,97.88,0.1,88.0,18.0,1104,16192
1797,2024-03-15 21:00,97.87,0.0,89.0,16.0,1037,15418
1798,2024-03-15 22:00,97.83,0.0,91.0,14.0,956,14554
1799,2024-03-15 23:00,97.84,-0.2,92.0,17.0,893,13764
1800,2024-03-16 00:00,97.82,0.0,92.0,17.0,850,13457
1801,2024-03-16 01:00,97.79,0.4,89.0,14.0,829,13289
1802,2024-03-16 02:00,97.75,0.1,88.0,13.0,823,13262
1803,2024-03-16 03:00,97.71,-0.6,88.0,7.0,824,13205
1804,2024-03-16 04:00,97.64,-2.0,95.0,3.0,844,13524
1805,2024-03-16 05:00,97.64,-2.9,97.0,0.0,882,14013
1806,2024-03-16 06:00,97.62,-2.1,97.0,7.0,951,14489
1807,2024-03-16 07:00,97.59,-1.7,94.0,6.0,996,14909
1808,2024-03-16 08:00,97.52,-0.6,92.0,11.0,1025,15265
1809,2024-03-16 09:00,97.43,-0.1,90.0,13.0,1010,15399
1810,2024-03-16 10:00,97.32,1.0,87.0,12.0,975,14867
1811,2024-03-16 11:00,97.23,2.6,80.0,15.0,966,14695
1812,2024-03-16 12:00,97.1,3.7,80.0,15.0,960,14556
1813,2024-03-16 13:00,96.91,4.5,78.0,19.0,929,14681
1814,2024-03-16 14:00,96.72,5.8,70.0,23.0,960,15061
1815,2024-03-16 15:00,96.63,5.7,73.0,17.0,1036,15642
1816,2024-03-16 16:00,96.58,5.7,79.0,14.0,1106,16164
1817,2024-03-16 17:00,96.52,5.2,89.0,6.0,1109,16202
1818,2024-03-16 18:00,96.51,5.8,87.0,11.0,1100,16123
1819,2024-03-16 19:00,96.43,5.3,86.0,6.0,1073,15834
1820,2024-03-16 20:00,96.39,4.2,93.0,3.0,1020,15393
1821,2024-03-16 21:00,96.38,4.1,92.0,8.0,964,14807
1822,2024-03-16 22:00,96.42,4.0,88.0,15.0,923,14279
1823,2024-03-16 23:00,96.41,3.2,93.0,14.0,865,13665
1824,2024-03-17 00:00,96.46,2.3,92.0,17.0,816,13004
1825,2024-03-17 01:00,96.44,1.9,88.0,14.0,797,12867
1826,2024-03-17 02:00,96.47,2.2,84.0,20.0,780,12883
1827,2024-03-17 03:00,96.47,0.6,95.0,12.0,788,12905
1828,2024-03-17 04:00,96.49,0.8,93.0,16.0,811,13095
1829,2024-03-17 05:00,96.53,1.0,90.0,15.0,846,13558
1830,2024-03-17 06:00,96.54,0.7,88.0,15.0,903,14030
1831,2024-03-17 07:00,96.6,0.6,89.0,19.0,937,14665
1832,2024-03-17 08:00,96.6,0.2,94.0,16.0,930,14604
1833,2024-03-17 09:00,96.61,1.6,85.0,21.0,947,14534
1834,2024-03-17 10:00,96.66,-0.2,97.0,22.0,959,14590
1835,2024-03-17 11:00,96.72,0.7,94.0,18.0,949,15168
1836,2024-03-17 12:00,96.77,1.3,87.0,34.0,918,15139
1837,2024-03-17 13:00,96.78,2.6,71.0,32.0,894,14771
1838,2024-03-17 14:00,96.8,2.3,67.0,33.0,911,14689
1839,2024-03-17 15:00,96.83,1.6,65.0,33.0,961,15214
1840,2024-03-17 16:00,96.91,1.4,61.0,30.0,1088,16034
1841,2024-03-17 17:00,96.98,0.3,70.0,26.0,1152,16539
1842,2024-03-17 18:00,97.08,-0.4,76.0,27.0,1182,16749
1843,2024-03-17 19:00,97.11,-0.7,75.0,18.0,1165,16777
1844,2024-03-17 20:00,97.11,-0.8,76.0,17.0,1102,16175
1845,2024-03-17 21:00,97.12,-1.8,80.0,24.0,1012,15485
1846,2024-03-17 22:00,97.12,-1.5,80.0,21.0,932,14632
1847,2024-03-17 23:00,97.12,-1.5,81.0,20.0,876,13992
1848,2024-03-18 00:00,97.09,-2.1,83.0,21.0,846,13654
1849,2024-03-18 01:00,97.09,-2.4,84.0,17.0,840,13482
1850,2024-03-18 02:00,97.09,-2.6,87.0,20.0,847,13437
1851,2024-03-18 03:00,97.07,-2.3,85.0,24.0,873,13726
1852,2024-03-18 04:00,97.07,-2.1,84.0,25.0,934,14565
1853,2024-03-18 05:00,97.11,-2.3,88.0,14.0,1031,15819
1854,2024-03-18 06:00,97.13,-2.4,90.0,15.0,1136,17243
1855,2024-03-18 07:00,97.16,-2.0,87.0,20.0,1175,17782
1856,2024-03-18 08:00,97.21,-1.9,94.0,14.0,1157,17700
1857,2024-03-18 09:00,97.25,-0.8,83.0,18.0,1114,17468
1858,2024-03-18 10:00,97.26,-0.6,81.0,19.0,1083,17374
1859,2024-03-18 11:00,97.28,-0.2,77.0,18.0,1083,17328
1860,2024-03-18 12:00,97.29,-0.6,76.0,24.0,1087,17370
1861,2024-03-18 13:00,97.32,-1.3,79.0,23.0,1081,17291
1862,2024-03-18 14:00,97.33,-1.6,77.0,25.0,1093,17438
1863,2024-03-18 15:00,97.37,-2.1,77.0,21.0,1150,17933
1864,2024-03-18 16:00,97.4,-2.2,77.0,24.0,1219,18365
1865,2024-03-18 17:00,97.45,-2.9,76.0,29.0,1240,18195
1866,2024-03-18 18:00,97.48,-3.1,73.0,28.0,1278,18241
1867,2024-03-18 19:00,97.5,-3.6,73.0,19.0,1267,18110
1868,2024-03-18 20:00,97.51,-3.8,71.0,16.0,1204,17606
1869,2024-03-18 21:00,97.51,-3.8,75.0,12.0,1119,16660
1870,2024-03-18 22:00,97.5,-2.9,71.0,8.0,1028,15505
1871,2024-03-18 23:00,97.44,-2.5,72.0,11.0,960,14755
1872,2024-03-19 00:00,97.41,-2.3,72.0,10.0,917,14135
1873,2024-03-19 01:00,97.39,-2.6,79.0,18.0,902,14154
1874,2024-03-19 02:00,97.37,-3.1,92.0,21.0,898,14210
1875,2024-03-19 03:00,97.3,-3.4,95.0,17.0,925,14385
1876,2024-03-19 04:00,97.25,-3.9,94.0,18.0,972,14873
1877,2024-03-19 05:00,97.19,-3.9,95.0,10.0,1066,16045
1878,2024-03-19 06:00,97.12,-4.0,93.0,9.0,1161,17298
1879,2024-03-19 07:00,97.06,-3.9,93.0,8.0,1180,17685
1880,2024-03-19 08:00,96.99,-2.9,88.0,12.0,1148,17486
1881,2024-03-19 09:00,96.93,-1.7,82.0,13.0,1102,17435
1882,2024-03-19 10:00,96.86,-1.3,74.0,21.0,1077,17434
1883,2024-03-19 11:00,96.76,-1.0,74.0,16.0,1077,17374
1884,2024-03-19 12:00,96.66,-1.2,81.0,18.0,1061,17303
1885,2024-03-19 13:00,96.57,-0.8,79.0,17.0,1083,17159
1886,2024-03-19 14:00,96.5,-0.7,76.0,14.0,1111,17360
1887,2024-03-19 15:00,96.48,-1.3,87.0,13.0,1157,17956
1888,2024-03-19 16:00,96.5,-1.4,90.0,16.0,1222,18397
1889,2024-03-19 17:00,96.51,-1.4,87.0,10.0,1250,18333
1890,2024-03-19 18:00,96.54,-1.6,88.0,15.0,1287,18707
1891,2024-03-19 19:00,96.55,-1.7,90.0,9.0,1274,18030
1892,2024-03-19 20:00,96.55,-1.9,92.0,8.0,1207,17448
1893,2024-03-19 21:00,96.53,-1.7,92.0,9.0,1108,16489
1894,2024-03-19 22:00,96.52,-1.5,91.0,6.0,1014,15712
1895,2024-03-19 23:00,96.52,-0.5,86.0,25.0,968,15122
1896,2024-03-20 00:00,96.52,-0.8,71.0,27.0,935,14538
1897,2024-03-20 01:00,96.51,-0.8,70.0,16.0,904,14355
1898,2024-03-20 02:00,96.54,-1.3,73.0,25.0,899,14242
1899,2024-03-20 03:00,96.54,-1.9,64.0,34.0,920,14131
1900,2024-03-20 04:00,96.54,-2.5,60.0,30.0,971,14783
1901,2024-03-20 05:00,96.55,-2.4,62.0,25.0,1061,15737
1902,2024-03-20 06:00,96.59,-2.6,70.0,24.0,1155,17006
1903,2024-03-20 07:00,96.64,-3.2,74.0,34.0,1163,17819
1904,2024-03-20 08:00,96.63,-3.5,65.0,33.0,1086,17527
1905,2024-03-20 09:00,96.67,-3.5,69.0,35.0,1013,17012
1906,2024-03-20 10:00,96.72,-3.2,63.0,37.0,1002,16507
1907,2024-03-20 11:00,96.75,-3.8,75.0,38.0,982,16210
1908,2024-03-20 12:00,96.8,-2.8,56.0,40.0,979,16136
1909,2024-03-20 13:00,96.88,-4.0,78.0,22.0,980,16066
1910,2024-03-20 14:00,96.97,-4.1,71.0,33.0,1009,16364
1911,2024-03-20 15:00,97.09,-3.7,55.0,36.0,1069,17028
1912,2024-03-20 16:00,97.21,-4.5,67.0,30.0,1161,17627
1913,2024-03-20 17:00,97.36,-5.4,72.0,35.0,1233,17858
1914,2024-03-20 18:00,97.5,-5.9,76.0,30.0,1312,18356
1915,2024-03-20 19:00,97.64,-6.6,86.0,22.0,1334,18527
1916,2024-03-20 20:00,97.74,-6.4,79.0,26.0,1272,18079
1917,2024-03-20 21:00,97.84,-7.0,88.0,10.0,1179,17028
1918,2024-03-20 22:00,97.92,-6.9,83.0,20.0,1096,16081
1919,2024-03-20 23:00,98.02,-7.0,76.0,16.0,1039,15502
1920,2024-03-21 00:00,98.07,-7.2,66.0,15.0,1001,15128
1921,2024-03-21 01:00,98.14,-8.2,61.0,18.0,984,15206
1922,2024-03-21 02:00,98.21,-8.6,63.0,13.0,983,15216
1923,2024-03-21 03:00,98.24,-8.7,66.0,12.0,1001,15503
1924,2024-03-21 04:00,98.3,-9.0,67.0,18.0,1052,16138
1925,2024-03-21 05:00,98.39,-9.2,65.0,17.0,1158,17303
1926,2024-03-21 06:00,98.52,-9.8,65.0,16.0,1266,18596
1927,2024-03-21 07:00,98.6,-10.2,67.0,12.0,1254,18635
1928,2024-03-21 08:00,98.66,-10.0,65.0,19.0,1185,17880
1929,2024-03-21 09:00,98.73,-9.4,67.0,13.0,1134,17301
1930,2024-03-21 10:00,98.76,-8.4,64.0,13.0,1064,17258
1931,2024-03-21 11:00,98.79,-7.6,58.0,18.0,1018,16880
1932,2024-03-21 12:00,98.84,-7.3,62.0,24.0,1002,16570
1933,2024-03-21 13:00,98.88,-7.0,59.0,32.0,988,16396
1934,2024-03-21 14:00,98.88,-6.6,61.0,33.0,996,16409
1935,2024-03-21 15:00,98.89,-5.9,52.0,33.0,1059,16890
1936,2024-03-21 16:00,98.91,-6.0,56.0,22.0,1149,17589
1937,2024-03-21 17:00,98.93,-6.1,57.0,23.0,1246,17905
1938,2024-03-21 18:00,99.01,-6.7,67.0,23.0,1351,18590
1939,2024-03-21 19:00,99.07,-6.9,65.0,16.0,1385,18813
1940,2024-03-21 20:00,99.12,-7.5,68.0,9.0,1329,18388
1941,2024-03-21 21:00,99.12,-7.4,69.0,0.0,1234,17585
1942,2024-03-21 22:00,99.16,-8.6,76.0,0.0,1148,16516
1943,2024-03-21 23:00,99.17,-9.0,82.0,0.0,1091,15687
1944,2024-03-22 00:00,99.2,-8.0,70.0,3.0,1049,15533
1945,2024-03-22 01:00,99.26,-7.6,63.0,0.0,1034,15528
1946,2024-03-22 02:00,99.24,-7.2,73.0,0.0,1031,15314
1947,2024-03-22 03:00,99.21,-7.7,78.0,3.0,1049,15397
1948,2024-03-22 04:00,99.17,-8.3,81.0,0.0,1095,15980
1949,2024-03-22 05:00,99.2,-8.2,82.0,0.0,1189,17253
1950,2024-03-22 06:00,99.2,-7.8,81.0,0.0,1285,18575
1951,2024-03-22 07:00,99.18,-7.0,79.0,5.0,1305,18702
1952,2024-03-22 08:00,99.21,-6.2,74.0,5.0,1265,18730
1953,2024-03-22 09:00,99.18,-5.2,74.0,9.0,1262,18704
1954,2024-03-22 10:00,99.23,-5.6,82.0,12.0,1219,18727
1955,2024-03-22 11:00,99.17,-5.7,83.0,13.0,1223,18268
1956,2024-03-22 12:00,99.07,-5.3,86.0,10.0,1180,18192
1957,2024-03-22 13:00,99.01,-4.7,83.0,12.0,1163,17931
1958,2024-03-22 14:00,98.97,-5.0,81.0,14.0,1168,17752
1959,2024-03-22 15:00,98.94,-5.0,87.0,13.0,1213,18054
1960,2024-03-22 16:00,98.89,-5.1,85.0,14.0,1269,18497
1961,2024-03-22 17:00,98.83,-5.2,82.0,13.0,1301,18541
1962,2024-03-22 18:00,98.82,-5.4,87.0,14.0,1334,18528
1963,2024-03-22 19:00,98.82,-5.7,91.0,15.0,1332,18596
1964,2024-03-22 20:00,98.81,-5.8,90.0,19.0,1287,18158
1965,2024-03-22 21:00,98.75,-5.9,89.0,13.0,1196,17113
1966,2024-03-22 22:00,98.7,-5.8,87.0,14.0,1107,16043
1967,2024-03-22 23:00,98.65,-5.9,88.0,11.0,1048,15420
1968,2024-03-23 00:00,98.63,-6.1,86.0,11.0,1014,14986
